file,cell_type_gt,seed42_pred,seed42_conf,seed42_held_out,seed789_pred,seed789_conf,seed789_held_out,n_seeds_disagree,n_honest_disagree,suspect_score,classification,source
neuromorpho__2c_1.swc,pyramidal,pyramidal,0.8703,False,pyramidal,0.6686,True,0,0,0,OK,neuromorpho
neuromorpho__2d.swc,pyramidal,pyramidal,0.8894,False,pyramidal,0.9016,False,0,0,0,OK,neuromorpho
neuromorpho__3--In-vivo-Y1-2-weeks.swc,pyramidal,pyramidal,0.7781,False,pyramidal,0.6024,False,0,0,0,OK,neuromorpho
neuromorpho__3-ENU2-treated-neuron1_2.swc,pyramidal,pyramidal,0.9644,False,pyramidal,0.9525,False,0,0,0,OK,neuromorpho
neuromorpho__3-ENU2-treated-neuron2.swc,pyramidal,pyramidal,0.9955,False,pyramidal,0.97,False,0,0,0,OK,neuromorpho
neuromorpho__3-ENU2-treated-neuron2_2.swc,pyramidal,pyramidal,0.98,False,pyramidal,0.8953,False,0,0,0,OK,neuromorpho
neuromorpho__3-ENU2-treated-neuron3.swc,pyramidal,pyramidal,0.9869,False,pyramidal,0.9683,False,0,0,0,OK,neuromorpho
neuromorpho__3-ENU2-treated-neuron3_2.swc,pyramidal,pyramidal,0.8006,False,pyramidal,0.9217,False,0,0,0,OK,neuromorpho
neuromorpho__3-ENU2-veichle-neuron1.swc,pyramidal,pyramidal,0.9777,False,pyramidal,0.9522,False,0,0,0,OK,neuromorpho
neuromorpho__3-ENU2-veichle-neuron2.swc,pyramidal,pyramidal,0.9975,False,pyramidal,0.9822,False,0,0,0,OK,neuromorpho
neuromorpho__3-ENU2-veichle-neuron3.swc,pyramidal,pyramidal,0.9857,False,pyramidal,0.9629,True,0,0,0,OK,neuromorpho
neuromorpho__3-wild-type-veichle-neuron1.swc,pyramidal,pyramidal,0.9965,False,pyramidal,0.9808,False,0,0,0,OK,neuromorpho
neuromorpho__3-wild-type-veichle-neuron1_2.swc,pyramidal,pyramidal,0.793,True,pyramidal,0.899,False,0,0,0,OK,neuromorpho
neuromorpho__3-wild-type-veichle-neuron2.swc,pyramidal,pyramidal,0.9964,True,pyramidal,0.9808,True,0,0,0,OK,neuromorpho
neuromorpho__3-wild-type-veichle-neuron2_2.swc,pyramidal,pyramidal,0.9384,False,pyramidal,0.95,False,0,0,0,OK,neuromorpho
neuromorpho__3-wild-type-veichle-neuron3.swc,pyramidal,pyramidal,0.9861,False,pyramidal,0.9735,True,0,0,0,OK,neuromorpho
neuromorpho__3-wild-type-veichle-neuron3_2.swc,pyramidal,pyramidal,0.9203,False,pyramidal,0.9263,False,0,0,0,OK,neuromorpho
neuromorpho__30513_cell1.swc,pyramidal,pyramidal,0.992,False,pyramidal,0.9728,False,0,0,0,OK,neuromorpho
neuromorpho__30513_cell10.swc,pyramidal,pyramidal,0.9954,False,pyramidal,0.9829,False,0,0,0,OK,neuromorpho
neuromorpho__30513_cell11.swc,pyramidal,pyramidal,0.9958,False,pyramidal,0.9812,False,0,0,0,OK,neuromorpho
neuromorpho__30513_cell14.swc,pyramidal,pyramidal,0.9944,False,pyramidal,0.9799,False,0,0,0,OK,neuromorpho
neuromorpho__30513_cell3.swc,pyramidal,pyramidal,0.9936,False,pyramidal,0.9819,False,0,0,0,OK,neuromorpho
neuromorpho__30513_cell4.swc,pyramidal,pyramidal,0.9935,False,pyramidal,0.9784,True,0,0,0,OK,neuromorpho
neuromorpho__30513_cell7.swc,pyramidal,pyramidal,0.9947,False,pyramidal,0.9802,False,0,0,0,OK,neuromorpho
neuromorpho__3057_20140409-x1-25.swc,interneuron,interneuron,0.7512,True,interneuron,0.9507,False,0,0,0,OK,neuromorpho
neuromorpho__3061_20140409-x1-25.swc,interneuron,interneuron,0.9042,False,interneuron,0.8657,False,0,0,0,OK,neuromorpho
neuromorpho__3067_20140415-x1-25.swc,interneuron,interneuron,0.9972,False,interneuron,0.992,False,0,0,0,OK,neuromorpho
neuromorpho__3073_20140421-x1-25.swc,interneuron,interneuron,0.9782,True,interneuron,0.9692,False,0,0,0,OK,neuromorpho
neuromorpho__3076_20140424-x1-25.swc,interneuron,interneuron,0.93,False,interneuron,0.8987,False,0,0,0,OK,neuromorpho
neuromorpho__3079_20140429-x1-25.swc,interneuron,interneuron,0.9775,False,interneuron,0.9482,False,0,0,0,OK,neuromorpho
neuromorpho__3080_20140430-x1-25.swc,interneuron,interneuron,0.9283,True,interneuron,0.9699,False,0,0,0,OK,neuromorpho
neuromorpho__3084_20140527-x1-25.swc,interneuron,interneuron,0.9933,False,interneuron,0.9799,False,0,0,0,OK,neuromorpho
neuromorpho__30_11.swc,pyramidal,pyramidal,0.9893,False,pyramidal,0.9512,False,0,0,0,OK,neuromorpho
neuromorpho__30_12.swc,pyramidal,pyramidal,0.9897,False,pyramidal,0.9623,True,0,0,0,OK,neuromorpho
neuromorpho__30_13.swc,pyramidal,pyramidal,0.995,False,pyramidal,0.9828,True,0,0,0,OK,neuromorpho
neuromorpho__30_den_ax.swc,pyramidal,pyramidal,0.9948,True,pyramidal,0.9786,False,0,0,0,OK,neuromorpho
neuromorpho__31--In-vivo-Y1-4-weeks.swc,pyramidal,pyramidal,0.6847,False,pyramidal,0.6393,False,0,0,0,OK,neuromorpho
neuromorpho__31-07-15-B.swc,interneuron,interneuron,0.9923,False,interneuron,0.9783,False,0,0,0,OK,neuromorpho
neuromorpho__31991_cell10.swc,pyramidal,pyramidal,0.9967,False,pyramidal,0.9775,False,0,0,0,OK,neuromorpho
neuromorpho__31991_cell11.swc,pyramidal,pyramidal,0.9934,False,pyramidal,0.9756,False,0,0,0,OK,neuromorpho
neuromorpho__31991_cell4.swc,pyramidal,pyramidal,0.9948,False,pyramidal,0.9793,False,0,0,0,OK,neuromorpho
neuromorpho__31991_cell5.swc,pyramidal,pyramidal,0.9957,False,pyramidal,0.9817,False,0,0,0,OK,neuromorpho
neuromorpho__31991_cell6.swc,pyramidal,pyramidal,0.9955,False,pyramidal,0.9757,False,0,0,0,OK,neuromorpho
neuromorpho__31991_cell8.swc,pyramidal,pyramidal,0.9948,False,pyramidal,0.9811,False,0,0,0,OK,neuromorpho
neuromorpho__31991_cell9.swc,pyramidal,pyramidal,0.9928,True,pyramidal,0.9745,False,0,0,0,OK,neuromorpho
neuromorpho__31995_slide1_cell3.swc,pyramidal,pyramidal,0.9385,True,pyramidal,0.8071,True,0,0,0,OK,neuromorpho
neuromorpho__31995_slide1_cell5.swc,pyramidal,pyramidal,0.9971,False,pyramidal,0.9847,False,0,0,0,OK,neuromorpho
neuromorpho__31995_slide1_cell7.swc,pyramidal,pyramidal,0.9925,False,pyramidal,0.974,False,0,0,0,OK,neuromorpho
neuromorpho__31995_slide2_cell10.swc,pyramidal,pyramidal,0.9914,False,pyramidal,0.9767,False,0,0,0,OK,neuromorpho
neuromorpho__31995_slide2_cell11.swc,pyramidal,pyramidal,0.9944,False,pyramidal,0.979,False,0,0,0,OK,neuromorpho
neuromorpho__31995_slide2_cell4.swc,pyramidal,pyramidal,0.9934,False,pyramidal,0.9768,False,0,0,0,OK,neuromorpho
neuromorpho__31995_slide2_cell5.swc,pyramidal,pyramidal,0.9957,False,pyramidal,0.9753,False,0,0,0,OK,neuromorpho
neuromorpho__31995_slide2_cell8.swc,pyramidal,pyramidal,0.9928,False,pyramidal,0.9784,False,0,0,0,OK,neuromorpho
neuromorpho__31995_slide2_cell9.swc,pyramidal,pyramidal,0.9953,True,pyramidal,0.9792,False,0,0,0,OK,neuromorpho
neuromorpho__31_10.swc,pyramidal,pyramidal,0.9916,True,pyramidal,0.9804,False,0,0,0,OK,neuromorpho
neuromorpho__31_11.swc,pyramidal,pyramidal,0.9936,False,pyramidal,0.9752,False,0,0,0,OK,neuromorpho
neuromorpho__31_12.swc,pyramidal,pyramidal,0.9907,False,pyramidal,0.9605,False,0,0,0,OK,neuromorpho
neuromorpho__31_den_ax.swc,pyramidal,pyramidal,0.9962,False,pyramidal,0.9852,False,0,0,0,OK,neuromorpho
neuromorpho__31o_pyramidal19aFI.swc,pyramidal,pyramidal,0.9142,False,pyramidal,0.8544,False,0,0,0,OK,neuromorpho
neuromorpho__32221_cell1.swc,pyramidal,pyramidal,0.9927,False,pyramidal,0.9717,False,0,0,0,OK,neuromorpho
neuromorpho__32221_cell10.swc,pyramidal,pyramidal,0.9974,False,pyramidal,0.9855,False,0,0,0,OK,neuromorpho
neuromorpho__32221_cell11.swc,pyramidal,pyramidal,0.997,False,pyramidal,0.9823,False,0,0,0,OK,neuromorpho
neuromorpho__32221_cell2.swc,pyramidal,pyramidal,0.9951,False,pyramidal,0.9669,False,0,0,0,OK,neuromorpho
neuromorpho__32221_cell4.swc,pyramidal,pyramidal,0.9976,False,pyramidal,0.9748,True,0,0,0,OK,neuromorpho
neuromorpho__32221_cell6.swc,pyramidal,pyramidal,0.9861,False,pyramidal,0.9682,False,0,0,0,OK,neuromorpho
neuromorpho__32221_cell7.swc,pyramidal,pyramidal,0.9959,False,pyramidal,0.9771,False,0,0,0,OK,neuromorpho
neuromorpho__32221_cell8.swc,pyramidal,pyramidal,0.9961,False,pyramidal,0.9837,True,0,0,0,OK,neuromorpho
neuromorpho__32315-V1-3Slice2Cell1.swc,pyramidal,pyramidal,0.955,True,pyramidal,0.9358,False,0,0,0,OK,neuromorpho
neuromorpho__32315-V1-3Slice5Cell2.swc,pyramidal,pyramidal,0.9666,False,pyramidal,0.8579,False,0,0,0,OK,neuromorpho
neuromorpho__32315-V1-3Slice8Cell1.swc,pyramidal,pyramidal,0.9728,True,pyramidal,0.9664,False,0,0,0,OK,neuromorpho
neuromorpho__32315-V1-4Slice6Cell2.swc,pyramidal,pyramidal,0.9908,True,pyramidal,0.9538,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-2Slice2Cell1.swc,pyramidal,pyramidal,0.9954,False,pyramidal,0.9859,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-3Slice7Cell1.swc,pyramidal,pyramidal,0.9799,True,pyramidal,0.9682,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-3Slice8Cell2.swc,pyramidal,pyramidal,0.9883,True,pyramidal,0.9651,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-3Slice8Cell3.swc,pyramidal,pyramidal,0.9945,False,pyramidal,0.9813,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-3Slice8Cell4.swc,pyramidal,pyramidal,0.9757,False,pyramidal,0.9659,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-4Slice5Cell1.swc,pyramidal,pyramidal,0.9943,True,pyramidal,0.9831,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-4Slice5Cell2.swc,pyramidal,pyramidal,0.9759,False,pyramidal,0.9628,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-4Slice6Cell1.swc,pyramidal,pyramidal,0.9937,False,pyramidal,0.9341,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-4Slice6Cell2.swc,pyramidal,pyramidal,0.9926,False,pyramidal,0.9739,True,0,0,0,OK,neuromorpho
neuromorpho__32315V1-4Slice8-Cell2.swc,pyramidal,pyramidal,0.9794,False,pyramidal,0.8875,False,0,0,0,OK,neuromorpho
neuromorpho__32315V1-4Slice8Cell1.swc,pyramidal,pyramidal,0.9916,False,pyramidal,0.9711,True,0,0,0,OK,neuromorpho
neuromorpho__32368_slide1_cell1.swc,pyramidal,pyramidal,0.993,False,pyramidal,0.9742,False,0,0,0,OK,neuromorpho
neuromorpho__32368_slide1_cell3.swc,pyramidal,pyramidal,0.9911,False,pyramidal,0.9697,False,0,0,0,OK,neuromorpho
neuromorpho__32368_slide1_cell4.swc,pyramidal,pyramidal,0.9945,False,pyramidal,0.9809,False,0,0,0,OK,neuromorpho
neuromorpho__32368_slide1_cell8.swc,pyramidal,pyramidal,0.9956,True,pyramidal,0.9794,False,0,0,0,OK,neuromorpho
neuromorpho__32368_slide1_cell9.swc,pyramidal,pyramidal,0.9962,False,pyramidal,0.9841,False,0,0,0,OK,neuromorpho
neuromorpho__32368_slide2_cell2.swc,pyramidal,pyramidal,0.9945,False,pyramidal,0.9804,False,0,0,0,OK,neuromorpho
neuromorpho__32368_slide2_cell3.swc,pyramidal,pyramidal,0.996,False,pyramidal,0.9831,True,0,0,0,OK,neuromorpho
neuromorpho__32368_slide2_cell4.swc,pyramidal,pyramidal,0.9919,False,pyramidal,0.9797,False,0,0,0,OK,neuromorpho
neuromorpho__32_12.swc,pyramidal,pyramidal,0.9954,False,pyramidal,0.9725,False,0,0,0,OK,neuromorpho
neuromorpho__32_13.swc,pyramidal,pyramidal,0.8609,False,pyramidal,0.8642,False,0,0,0,OK,neuromorpho
neuromorpho__32_den_ax.swc,pyramidal,pyramidal,0.9808,False,pyramidal,0.7248,False,0,0,0,OK,neuromorpho
neuromorpho__33_11.swc,pyramidal,pyramidal,0.9944,True,pyramidal,0.9803,False,0,0,0,OK,neuromorpho
neuromorpho__33_12.swc,pyramidal,pyramidal,0.9471,False,pyramidal,0.9264,False,0,0,0,OK,neuromorpho
neuromorpho__33_7.swc,pyramidal,pyramidal,0.9871,False,pyramidal,0.9513,False,0,0,0,OK,neuromorpho
neuromorpho__33_den_ax.swc,pyramidal,pyramidal,0.996,True,pyramidal,0.985,False,0,0,0,OK,neuromorpho
neuromorpho__34--In-vivo-NPY-4-weeks.swc,pyramidal,pyramidal,0.8655,False,pyramidal,0.5093,False,0,0,0,OK,neuromorpho
neuromorpho__34--In-vivo-PBS-4W.swc,pyramidal,pyramidal,0.9684,False,pyramidal,0.8098,False,0,0,0,OK,neuromorpho
neuromorpho__340_1a.swc,interneuron,interneuron,0.8232,True,interneuron,0.9566,True,0,0,0,OK,neuromorpho
neuromorpho__340_1b.swc,interneuron,interneuron,0.9942,True,interneuron,0.9857,False,0,0,0,OK,neuromorpho
neuromorpho__340_1c.swc,interneuron,interneuron,0.9903,False,interneuron,0.9793,False,0,0,0,OK,neuromorpho
neuromorpho__341_1a.swc,interneuron,interneuron,0.9982,False,interneuron,0.9911,False,0,0,0,OK,neuromorpho
neuromorpho__341_2.swc,interneuron,interneuron,0.9766,False,interneuron,0.9573,False,0,0,0,OK,neuromorpho
neuromorpho__343_2a.swc,interneuron,interneuron,0.9979,False,interneuron,0.9895,False,0,0,0,OK,neuromorpho
neuromorpho__343_2b.swc,interneuron,interneuron,0.9979,False,interneuron,0.9899,False,0,0,0,OK,neuromorpho
neuromorpho__344_1a.swc,interneuron,interneuron,0.9946,False,interneuron,0.9825,False,0,0,0,OK,neuromorpho
neuromorpho__34_10.swc,pyramidal,pyramidal,0.9941,False,pyramidal,0.9707,False,0,0,0,OK,neuromorpho
neuromorpho__34_9.swc,pyramidal,pyramidal,0.9886,True,pyramidal,0.9611,True,0,0,0,OK,neuromorpho
neuromorpho__34_den_ax.swc,pyramidal,pyramidal,0.9971,False,pyramidal,0.9873,False,0,0,0,OK,neuromorpho
neuromorpho__35_11.swc,pyramidal,pyramidal,0.9843,True,pyramidal,0.9594,True,0,0,0,OK,neuromorpho
neuromorpho__35_12.swc,pyramidal,pyramidal,0.9924,False,pyramidal,0.9699,False,0,0,0,OK,neuromorpho
neuromorpho__35_7.swc,interneuron,interneuron,0.9942,False,interneuron,0.9837,False,0,0,0,OK,neuromorpho
neuromorpho__35_den_ax.swc,pyramidal,pyramidal,0.9955,False,pyramidal,0.9695,False,0,0,0,OK,neuromorpho
neuromorpho__36_10.swc,pyramidal,pyramidal,0.9942,True,pyramidal,0.9833,False,0,0,0,OK,neuromorpho
neuromorpho__36_9.swc,pyramidal,pyramidal,0.9624,False,pyramidal,0.9843,False,0,0,0,OK,neuromorpho
neuromorpho__36_den_ax.swc,pyramidal,pyramidal,0.9967,True,pyramidal,0.9859,True,0,0,0,OK,neuromorpho
neuromorpho__37112_slide1_cell10.swc,pyramidal,pyramidal,0.9944,True,pyramidal,0.9808,False,0,0,0,OK,neuromorpho
neuromorpho__37112_slide1_cell11.swc,pyramidal,pyramidal,0.9934,False,pyramidal,0.9641,False,0,0,0,OK,neuromorpho
neuromorpho__37112_slide1_cell2.swc,pyramidal,pyramidal,0.9945,False,pyramidal,0.9815,False,0,0,0,OK,neuromorpho
neuromorpho__37112_slide1_cell4.swc,pyramidal,pyramidal,0.996,True,pyramidal,0.9837,False,0,0,0,OK,neuromorpho
neuromorpho__37112_slide2_cell1.swc,pyramidal,pyramidal,0.9647,False,pyramidal,0.9456,False,0,0,0,OK,neuromorpho
neuromorpho__37112_slide2_cell2.swc,pyramidal,pyramidal,0.9949,True,pyramidal,0.9785,False,0,0,0,OK,neuromorpho
neuromorpho__37112_slide2_cell7.swc,pyramidal,pyramidal,0.9958,True,pyramidal,0.9827,False,0,0,0,OK,neuromorpho
neuromorpho__37112_slide2_cell9.swc,pyramidal,pyramidal,0.9966,False,pyramidal,0.9844,False,0,0,0,OK,neuromorpho
neuromorpho__37_8.swc,pyramidal,pyramidal,0.993,False,pyramidal,0.9835,False,0,0,0,OK,neuromorpho
neuromorpho__37_9.swc,pyramidal,pyramidal,0.99,True,pyramidal,0.9771,False,0,0,0,OK,neuromorpho
neuromorpho__389-01-02.swc,pyramidal,pyramidal,0.9248,True,pyramidal,0.8482,False,0,0,0,OK,neuromorpho
neuromorpho__389-01-04.swc,pyramidal,pyramidal,0.6088,False,pyramidal,0.6256,False,0,0,0,OK,neuromorpho
neuromorpho__389-01-05.swc,pyramidal,pyramidal,0.7465,False,pyramidal,0.5718,False,0,0,0,OK,neuromorpho
neuromorpho__389-01-07.swc,pyramidal,pyramidal,0.7391,False,pyramidal,0.8818,False,0,0,0,OK,neuromorpho
neuromorpho__389-02-02A.swc,pyramidal,pyramidal,0.6131,False,pyramidal,0.6228,True,0,0,0,OK,neuromorpho
neuromorpho__389-02-02B.swc,pyramidal,pyramidal,0.982,False,pyramidal,0.9407,False,0,0,0,OK,neuromorpho
neuromorpho__389-02-05.swc,pyramidal,pyramidal,0.8124,False,pyramidal,0.8384,False,0,0,0,OK,neuromorpho
neuromorpho__389-02-06.swc,pyramidal,pyramidal,0.9417,False,pyramidal,0.6996,False,0,0,0,OK,neuromorpho
neuromorpho__38_7.swc,pyramidal,pyramidal,0.9931,False,pyramidal,0.9787,True,0,0,0,OK,neuromorpho
neuromorpho__38_8.swc,pyramidal,pyramidal,0.992,True,pyramidal,0.9752,False,0,0,0,OK,neuromorpho
neuromorpho__38a.swc,pyramidal,pyramidal,0.7716,False,pyramidal,0.6163,False,0,0,0,OK,neuromorpho
neuromorpho__38b.swc,pyramidal,pyramidal,0.8056,False,pyramidal,0.8337,True,0,0,0,OK,neuromorpho
neuromorpho__38c.swc,pyramidal,pyramidal,0.8292,False,pyramidal,0.782,False,0,0,0,OK,neuromorpho
neuromorpho__38d.swc,pyramidal,pyramidal,0.6646,True,pyramidal,0.5501,False,0,0,0,OK,neuromorpho
neuromorpho__391-01.swc,pyramidal,pyramidal,0.7659,True,pyramidal,0.8608,False,0,0,0,OK,neuromorpho
neuromorpho__391-02.swc,pyramidal,pyramidal,0.9543,False,pyramidal,0.8674,False,0,0,0,OK,neuromorpho
neuromorpho__391-03.swc,pyramidal,pyramidal,0.7934,False,pyramidal,0.662,False,0,0,0,OK,neuromorpho
neuromorpho__391-04.swc,pyramidal,pyramidal,0.8517,False,pyramidal,0.6474,True,0,0,0,OK,neuromorpho
neuromorpho__391-05.swc,pyramidal,pyramidal,0.6915,True,pyramidal,0.7398,False,0,0,0,OK,neuromorpho
neuromorpho__391-06.swc,pyramidal,pyramidal,0.5446,True,pyramidal,0.6005,False,0,0,0,OK,neuromorpho
neuromorpho__39_7.swc,pyramidal,pyramidal,0.9876,False,pyramidal,0.9542,True,0,0,0,OK,neuromorpho
neuromorpho__39_8.swc,pyramidal,pyramidal,0.9932,False,pyramidal,0.9777,False,0,0,0,OK,neuromorpho
neuromorpho__3PO1_1.swc,pyramidal,pyramidal,0.9935,True,pyramidal,0.9821,True,0,0,0,OK,neuromorpho
neuromorpho__3PO1_2.swc,pyramidal,pyramidal,0.9956,False,pyramidal,0.9827,True,0,0,0,OK,neuromorpho
neuromorpho__3PO1_4.swc,pyramidal,pyramidal,0.8553,False,pyramidal,0.7973,False,0,0,0,OK,neuromorpho
neuromorpho__3PO1_5.swc,pyramidal,pyramidal,0.7671,False,pyramidal,0.5898,False,0,0,0,OK,neuromorpho
neuromorpho__3PO2_1.swc,pyramidal,pyramidal,0.9928,True,pyramidal,0.9815,False,0,0,0,OK,neuromorpho
neuromorpho__3PO2_2.swc,pyramidal,pyramidal,0.9938,True,pyramidal,0.9821,False,0,0,0,OK,neuromorpho
neuromorpho__3PO2_3.swc,pyramidal,pyramidal,0.9965,True,pyramidal,0.9831,False,0,0,0,OK,neuromorpho
neuromorpho__3PO2_4.swc,pyramidal,pyramidal,0.9645,False,pyramidal,0.9634,False,0,0,0,OK,neuromorpho
neuromorpho__3PO2_5.swc,pyramidal,pyramidal,0.9922,False,pyramidal,0.976,False,0,0,0,OK,neuromorpho
neuromorpho__3PO3_1.swc,pyramidal,pyramidal,0.9944,False,pyramidal,0.9848,False,0,0,0,OK,neuromorpho
neuromorpho__3PO3_2.swc,pyramidal,pyramidal,0.9949,False,pyramidal,0.9844,False,0,0,0,OK,neuromorpho
neuromorpho__3PO3_3.swc,pyramidal,pyramidal,0.9966,False,pyramidal,0.9877,False,0,0,0,OK,neuromorpho
neuromorpho__3PO3_4.swc,pyramidal,pyramidal,0.9881,False,pyramidal,0.9646,False,0,0,0,OK,neuromorpho
neuromorpho__3PO3_5.swc,pyramidal,pyramidal,0.9904,False,pyramidal,0.9751,True,0,0,0,OK,neuromorpho
neuromorpho__3_48.swc,pyramidal,pyramidal,0.9242,False,pyramidal,0.9062,False,0,0,0,OK,neuromorpho
neuromorpho__3_53.swc,pyramidal,pyramidal,0.9944,True,pyramidal,0.9613,True,0,0,0,OK,neuromorpho
neuromorpho__3_54.swc,pyramidal,pyramidal,0.8546,True,pyramidal,0.7042,False,0,0,0,OK,neuromorpho
neuromorpho__3_55.swc,pyramidal,pyramidal,0.8077,False,pyramidal,0.8941,False,0,0,0,OK,neuromorpho
neuromorpho__3_den_ax.swc,pyramidal,pyramidal,0.9831,False,pyramidal,0.9623,False,0,0,0,OK,neuromorpho
neuromorpho__3a_3_1.swc,pyramidal,pyramidal,0.8841,False,pyramidal,0.7482,True,0,0,0,OK,neuromorpho
neuromorpho__3a_3_2.swc,pyramidal,pyramidal,0.9566,False,pyramidal,0.812,True,0,0,0,OK,neuromorpho
neuromorpho__3b.swc,pyramidal,pyramidal,0.9222,True,pyramidal,0.7959,True,0,0,0,OK,neuromorpho
neuromorpho__3b_1.swc,pyramidal,pyramidal,0.8878,False,pyramidal,0.8133,False,0,0,0,OK,neuromorpho
neuromorpho__3c.swc,pyramidal,pyramidal,0.9528,False,pyramidal,0.9011,False,0,0,0,OK,neuromorpho
neuromorpho__3c_1_1.swc,pyramidal,pyramidal,0.9487,False,pyramidal,0.7187,False,0,0,0,OK,neuromorpho
neuromorpho__3c_1_2.swc,pyramidal,pyramidal,0.8787,False,pyramidal,0.8477,False,0,0,0,OK,neuromorpho
neuromorpho__3d_1.swc,pyramidal,pyramidal,0.5429,True,pyramidal,0.5127,False,0,0,0,OK,neuromorpho
neuromorpho__3d_1_1.swc,pyramidal,pyramidal,0.9575,False,pyramidal,0.9035,False,0,0,0,OK,neuromorpho
neuromorpho__3d_1_2.swc,pyramidal,pyramidal,0.9886,False,pyramidal,0.952,False,0,0,0,OK,neuromorpho
neuromorpho__3d_2.swc,pyramidal,pyramidal,0.977,False,pyramidal,0.9459,False,0,0,0,OK,neuromorpho
neuromorpho__4-ENU2-treated-neuron1.swc,pyramidal,pyramidal,0.9956,False,pyramidal,0.9827,False,0,0,0,OK,neuromorpho
neuromorpho__4-ENU2-treated-neuron2.swc,pyramidal,pyramidal,0.9973,True,pyramidal,0.9767,False,0,0,0,OK,neuromorpho
neuromorpho__4-ENU2-treated-neuron3.swc,pyramidal,pyramidal,0.9873,True,pyramidal,0.9694,False,0,0,0,OK,neuromorpho
neuromorpho__4-PKCd-3d-trace.swc,interneuron,interneuron,0.8921,False,interneuron,0.7849,False,0,0,0,OK,neuromorpho
neuromorpho__4-wild-type-veichle-neuron1.swc,pyramidal,pyramidal,0.9932,False,pyramidal,0.9699,False,0,0,0,OK,neuromorpho
neuromorpho__4-wild-type-veichle-neuron2.swc,pyramidal,pyramidal,0.9861,False,pyramidal,0.9082,False,0,0,0,OK,neuromorpho
neuromorpho__4-wild-type-veichle-neuron3.swc,pyramidal,pyramidal,0.959,False,pyramidal,0.9188,False,0,0,0,OK,neuromorpho
neuromorpho__40_4.swc,interneuron,interneuron,0.956,False,interneuron,0.8662,False,0,0,0,OK,neuromorpho
neuromorpho__40_7.swc,pyramidal,pyramidal,0.9926,False,pyramidal,0.9762,True,0,0,0,OK,neuromorpho
neuromorpho__41_6.swc,pyramidal,pyramidal,0.9597,False,pyramidal,0.9505,False,0,0,0,OK,neuromorpho
neuromorpho__42_4.swc,pyramidal,pyramidal,0.9956,False,pyramidal,0.9773,False,0,0,0,OK,neuromorpho
neuromorpho__43-07-cell-1-analysis.swc,interneuron,interneuron,0.9605,True,interneuron,0.953,False,0,0,0,OK,neuromorpho
neuromorpho__43-07-cell-2-analysis.swc,interneuron,interneuron,0.9667,False,interneuron,0.9081,False,0,0,0,OK,neuromorpho
neuromorpho__43-08-cell-1-analysis.swc,interneuron,interneuron,0.9725,False,interneuron,0.9511,False,0,0,0,OK,neuromorpho
neuromorpho__43-08-cell-2-analysis.swc,interneuron,interneuron,0.9725,False,interneuron,0.9328,False,0,0,0,OK,neuromorpho
neuromorpho__4314ARCHV1-2Slice5Cell1.swc,pyramidal,pyramidal,0.8555,False,pyramidal,0.7334,False,0,0,0,OK,neuromorpho
neuromorpho__4314ARCHV1-2Slice8Cell1.swc,pyramidal,pyramidal,0.9478,False,pyramidal,0.8282,False,0,0,0,OK,neuromorpho
neuromorpho__4314ARCHV1-2Slice8Cell2.swc,pyramidal,pyramidal,0.9767,True,pyramidal,0.9485,False,0,0,0,OK,neuromorpho
neuromorpho__43_4.swc,pyramidal,pyramidal,0.9913,False,pyramidal,0.9813,False,0,0,0,OK,neuromorpho
neuromorpho__44_2.swc,interneuron,interneuron,0.9876,False,interneuron,0.9579,False,0,0,0,OK,neuromorpho
neuromorpho__44_5.swc,pyramidal,pyramidal,0.9474,False,pyramidal,0.9355,False,0,0,0,OK,neuromorpho
neuromorpho__458_3_C2.swc,interneuron,interneuron,0.9975,False,interneuron,0.9915,False,0,0,0,OK,neuromorpho
neuromorpho__458_4_C1.swc,interneuron,interneuron,0.9968,False,interneuron,0.9896,False,0,0,0,OK,neuromorpho
neuromorpho__458_4_C2.swc,interneuron,interneuron,0.9927,False,interneuron,0.9826,True,0,0,0,OK,neuromorpho
neuromorpho__458_5_C2.swc,interneuron,interneuron,0.9972,False,interneuron,0.9906,True,0,0,0,OK,neuromorpho
neuromorpho__45_4.swc,pyramidal,pyramidal,0.9881,False,pyramidal,0.9592,False,0,0,0,OK,neuromorpho
neuromorpho__46-Neurone-1.swc,pyramidal,pyramidal,0.938,True,pyramidal,0.8508,False,0,0,0,OK,neuromorpho
neuromorpho__46-Neurone-2.swc,pyramidal,pyramidal,0.8741,True,pyramidal,0.9049,False,0,0,0,OK,neuromorpho
neuromorpho__464R.swc,interneuron,interneuron,0.8415,True,interneuron,0.9398,False,0,0,0,OK,neuromorpho
neuromorpho__4_47.swc,pyramidal,pyramidal,0.981,False,pyramidal,0.9585,False,0,0,0,OK,neuromorpho
neuromorpho__4_52.swc,pyramidal,pyramidal,0.9942,True,pyramidal,0.9808,False,0,0,0,OK,neuromorpho
