row_id,model_seed,file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
seed42:neuromorpho__dysk-13.swc,42,neuromorpho__dysk-13.swc,interneuron,2937,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.8749,True,1,1.34,,,0.0,0.0,0.0,1.0,0,2936,0,0.42,neuromorpho
seed42:neuromorpho__dysk-14.swc,42,neuromorpho__dysk-14.swc,interneuron,2210,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.8741,True,1,1.0,,,0.0,0.0,0.0,1.0,0,2209,0,0.4,neuromorpho
seed42:neuromorpho__dysk-19.swc,42,neuromorpho__dysk-19.swc,interneuron,1601,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.4427,True,1,-1.86,,,0.0,0.0,0.0,0.999,0,1600,0,0.33,neuromorpho
seed42:neuromorpho__dysk-4.swc,42,neuromorpho__dysk-4.swc,interneuron,1870,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.84,True,1,-1.91,,,0.0,0.0,0.0,0.999,0,1869,0,0.35,neuromorpho
seed42:neuromorpho__dysk-9-GT1.swc,42,neuromorpho__dysk-9-GT1.swc,interneuron,1204,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9003,True,1,-0.84,,,0.0,0.0,0.0,0.999,0,1203,0,0.34,neuromorpho
seed42:neuromorpho__exp-5-59-188-1006.swc,42,neuromorpho__exp-5-59-188-1006.swc,interneuron,7084,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9444,True,1,0.0,,,0.0,0.0,0.0,1.0,0,7083,0,0.58,neuromorpho
seed42:neuromorpho__exp-5-59-188-1014.swc,42,neuromorpho__exp-5-59-188-1014.swc,interneuron,4506,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9504,True,1,0.0,,,0.0,0.0,0.0,1.0,0,4505,0,0.57,neuromorpho
seed42:neuromorpho__exp-5-59-188-1015.swc,42,neuromorpho__exp-5-59-188-1015.swc,interneuron,3857,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9924,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3856,0,0.44,neuromorpho
seed42:neuromorpho__exp-5-59-Scr-1004.swc,42,neuromorpho__exp-5-59-Scr-1004.swc,interneuron,2445,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9863,True,1,0.0,,,0.0,0.0,0.0,1.0,0,2444,0,0.32,neuromorpho
seed42:neuromorpho__exp-5-59-Scr-1010.swc,42,neuromorpho__exp-5-59-Scr-1010.swc,interneuron,1777,v12_gentle_seed42,0.9067,0.8295,,0.9067,,interneuron,0.9883,True,1,0.0,,,0.0,0.0,0.0,0.999,303,1473,0,0.36,neuromorpho
seed42:neuromorpho__exp-5-59-Scr-1013.swc,42,neuromorpho__exp-5-59-Scr-1013.swc,interneuron,3554,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.989,True,1,0.0,,,0.0,0.0,0.0,1.0,0,3553,0,0.43,neuromorpho
seed42:neuromorpho__g0445-7_cellA.swc,42,neuromorpho__g0445-7_cellA.swc,pyramidal,837,v12_gentle_seed42,0.5969,0.8925,1.0,0.7907,0.0,interneuron,0.5304,False,1,0.0,11.92,11.92,90.23,0.688,0.108,0.203,576,260,0,0.31,neuromorpho
seed42:neuromorpho__g0697P1.swc,42,neuromorpho__g0697P1.swc,pyramidal,3760,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.8785,True,1,0.0,25.17,25.17,266.92,0.652,0.157,0.191,2452,717,590,1.44,neuromorpho
seed42:neuromorpho__g0759_b2.swc,42,neuromorpho__g0759_b2.swc,pyramidal,1630,v12_gentle_seed42,1.0,1.0,1.0,1.0,1.0,pyramidal,0.8228,True,1,0.0,6.83,6.83,153.96,0.834,0.07,0.096,1359,156,114,0.87,neuromorpho
seed42:neuromorpho__group1_cell11.swc,42,neuromorpho__group1_cell11.swc,pyramidal,2908,v12_gentle_seed42,0.9708,0.9433,,0.9708,,pyramidal,0.9586,True,1,0.0,,,0.0,0.0,0.0,1.0,165,2742,0,1.05,neuromorpho
seed42:neuromorpho__group1_cell17.swc,42,neuromorpho__group1_cell17.swc,pyramidal,2458,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.8276,False,1,0.0,,,0.0,0.0,0.0,1.0,0,2457,0,0.4,neuromorpho
seed42:neuromorpho__group1_cell22.swc,42,neuromorpho__group1_cell22.swc,pyramidal,1937,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9902,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1936,0,0.63,neuromorpho
seed42:neuromorpho__group2_cell10.swc,42,neuromorpho__group2_cell10.swc,pyramidal,1362,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.99,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1361,0,0.54,neuromorpho
seed42:neuromorpho__group2_cell6.swc,42,neuromorpho__group2_cell6.swc,pyramidal,3853,v12_gentle_seed42,0.9667,0.9356,,0.9667,,pyramidal,0.9926,True,1,0.0,,,0.0,0.0,0.0,1.0,248,3604,0,1.21,neuromorpho
seed42:neuromorpho__hdINE-208-1-2-nrn-ns-120110-transl-invX-scaled-straightened.swc,42,neuromorpho__hdINE-208-1-2-nrn-ns-120110-transl-invX-scaled-straightened.swc,interneuron,53,v12_gentle_seed42,1.0,0.5472,1.0,,0.0,interneuron,0.9192,True,1,0.0,-16.05,-16.05,8.66,0.528,0.453,0.0,28,24,0,0.25,neuromorpho
seed42:neuromorpho__het-10.swc,42,neuromorpho__het-10.swc,interneuron,308,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.7591,True,1,0.0,,,0.0,0.396,0.0,0.601,122,185,0,0.36,neuromorpho
seed42:neuromorpho__het-7.swc,42,neuromorpho__het-7.swc,interneuron,660,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.902,True,1,0.0,,,0.0,0.447,0.0,0.552,295,364,0,0.57,neuromorpho
seed42:neuromorpho__het_1-2_21.swc,42,neuromorpho__het_1-2_21.swc,pyramidal,127,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9884,True,1,0.0,,,0.0,0.0,0.0,0.992,0,126,0,3.67,neuromorpho
seed42:neuromorpho__het_1-3.swc,42,neuromorpho__het_1-3.swc,pyramidal,221,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9808,True,1,0.0,,,0.0,0.0,0.0,0.995,0,220,0,10.5,neuromorpho
seed42:neuromorpho__het_10-2.swc,42,neuromorpho__het_10-2.swc,pyramidal,324,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9842,True,1,0.0,,,0.0,0.0,0.0,0.997,0,323,0,0.66,neuromorpho
seed42:neuromorpho__het_13_37.swc,42,neuromorpho__het_13_37.swc,pyramidal,153,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9629,True,1,0.0,,,0.0,0.0,0.0,0.993,0,152,0,0.61,neuromorpho
seed42:neuromorpho__het_16_30.swc,42,neuromorpho__het_16_30.swc,pyramidal,71,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.991,True,1,0.0,,,0.0,0.0,0.0,0.986,0,70,0,0.51,neuromorpho
seed42:neuromorpho__het_1_51.swc,42,neuromorpho__het_1_51.swc,pyramidal,303,v12_gentle_seed42,0.505,0.3399,,0.505,,pyramidal,0.9561,True,1,0.0,,,0.0,0.0,0.0,0.997,200,102,0,2.14,neuromorpho
seed42:neuromorpho__het_3-1.swc,42,neuromorpho__het_3-1.swc,pyramidal,206,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9911,True,1,0.0,,,0.0,0.0,0.0,0.995,0,205,0,0.71,neuromorpho
seed42:neuromorpho__het_3-2.swc,42,neuromorpho__het_3-2.swc,pyramidal,230,v12_gentle_seed42,0.7135,0.5565,,0.7135,,pyramidal,0.9871,True,1,0.0,,,0.0,0.0,0.0,0.996,102,127,0,0.63,neuromorpho
seed42:neuromorpho__het_4-6.swc,42,neuromorpho__het_4-6.swc,pyramidal,585,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9811,True,1,0.0,,,0.0,0.0,0.0,0.998,0,584,0,0.75,neuromorpho
seed42:neuromorpho__het_6_43.swc,42,neuromorpho__het_6_43.swc,pyramidal,45,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9893,True,1,0.0,,,0.0,0.0,0.0,0.978,0,44,0,0.52,neuromorpho
seed42:neuromorpho__het_8-2.swc,42,neuromorpho__het_8-2.swc,pyramidal,213,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9777,True,1,0.0,,,0.0,0.0,0.0,0.995,0,212,0,0.53,neuromorpho
seed42:neuromorpho__het_8_38.swc,42,neuromorpho__het_8_38.swc,pyramidal,361,v12_gentle_seed42,0.2396,0.1385,,0.2396,,pyramidal,0.7988,True,1,0.0,,,0.0,0.0,0.0,0.997,175,49,136,0.71,neuromorpho
seed42:neuromorpho__het_9-2.swc,42,neuromorpho__het_9-2.swc,pyramidal,285,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9101,True,1,0.0,,,0.0,0.0,0.0,0.996,0,284,0,0.59,neuromorpho
seed42:neuromorpho__hippo-104-2.swc,42,neuromorpho__hippo-104-2.swc,pyramidal,104,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9937,True,1,0.0,,,0.0,0.0,0.0,0.99,0,103,0,0.65,neuromorpho
seed42:neuromorpho__hippo-104-6.swc,42,neuromorpho__hippo-104-6.swc,pyramidal,70,v12_gentle_seed42,0.0,0.0143,,0.0,,pyramidal,0.9864,True,1,0.0,,,0.0,0.0,0.0,0.986,0,0,69,0.56,neuromorpho
seed42:neuromorpho__hippo-1150-7new.swc,42,neuromorpho__hippo-1150-7new.swc,pyramidal,78,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9938,True,1,0.0,,,0.0,0.0,0.0,0.987,0,77,0,0.56,neuromorpho
seed42:neuromorpho__hippo-1159-3new.swc,42,neuromorpho__hippo-1159-3new.swc,pyramidal,105,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9945,True,1,0.0,,,0.0,0.0,0.0,0.99,0,104,0,0.59,neuromorpho
seed42:neuromorpho__hippo-116-5.swc,42,neuromorpho__hippo-116-5.swc,pyramidal,71,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9934,True,1,0.0,,,0.0,0.0,0.0,0.986,0,70,0,0.57,neuromorpho
seed42:neuromorpho__hippo-117-1.swc,42,neuromorpho__hippo-117-1.swc,pyramidal,131,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9938,True,1,0.0,,,0.0,0.0,0.0,0.992,0,130,0,0.69,neuromorpho
seed42:neuromorpho__hippo-130-1.swc,42,neuromorpho__hippo-130-1.swc,pyramidal,102,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.993,True,1,0.0,,,0.0,0.0,0.0,0.99,0,101,0,0.57,neuromorpho
seed42:neuromorpho__hippo-130-3.swc,42,neuromorpho__hippo-130-3.swc,pyramidal,105,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9925,True,1,0.0,,,0.0,0.0,0.0,0.99,0,104,0,0.63,neuromorpho
seed42:neuromorpho__hippo-130-4.swc,42,neuromorpho__hippo-130-4.swc,pyramidal,85,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9914,True,1,0.0,,,0.0,0.0,0.0,0.988,0,84,0,0.58,neuromorpho
seed42:neuromorpho__hippo-130-5.swc,42,neuromorpho__hippo-130-5.swc,pyramidal,90,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9949,True,1,0.0,,,0.0,0.0,0.0,0.989,0,89,0,0.64,neuromorpho
seed42:neuromorpho__hippo-134-5.swc,42,neuromorpho__hippo-134-5.swc,pyramidal,82,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9949,True,1,0.0,,,0.0,0.0,0.0,0.988,0,81,0,0.6,neuromorpho
seed42:neuromorpho__hippo-156-3.swc,42,neuromorpho__hippo-156-3.swc,pyramidal,93,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9938,True,1,0.0,,,0.0,0.0,0.0,0.989,0,92,0,0.64,neuromorpho
seed42:neuromorpho__hippo-156-6.swc,42,neuromorpho__hippo-156-6.swc,pyramidal,94,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9956,True,1,0.0,,,0.0,0.0,0.0,0.989,0,93,0,0.62,neuromorpho
seed42:neuromorpho__hippo-157-3.swc,42,neuromorpho__hippo-157-3.swc,pyramidal,55,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9937,True,1,0.0,,,0.0,0.0,0.0,0.982,0,54,0,0.58,neuromorpho
seed42:neuromorpho__hippo-157-4.swc,42,neuromorpho__hippo-157-4.swc,pyramidal,55,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9948,True,1,0.0,,,0.0,0.0,0.0,0.982,0,54,0,0.55,neuromorpho
seed42:neuromorpho__hippo-158-2.swc,42,neuromorpho__hippo-158-2.swc,pyramidal,103,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.994,True,1,0.0,,,0.0,0.0,0.0,0.99,0,102,0,0.61,neuromorpho
seed42:neuromorpho__hippo-163-1.swc,42,neuromorpho__hippo-163-1.swc,pyramidal,97,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9946,True,1,0.0,,,0.0,0.0,0.0,0.99,0,96,0,0.6,neuromorpho
seed42:neuromorpho__hippo-168-3.swc,42,neuromorpho__hippo-168-3.swc,pyramidal,79,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.995,True,1,0.0,,,0.0,0.0,0.0,0.987,0,78,0,0.57,neuromorpho
seed42:neuromorpho__hippo-168-6.swc,42,neuromorpho__hippo-168-6.swc,pyramidal,85,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9953,True,1,0.0,,,0.0,0.0,0.0,0.988,0,84,0,0.61,neuromorpho
seed42:neuromorpho__hippo-171-1.swc,42,neuromorpho__hippo-171-1.swc,pyramidal,58,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9958,True,1,0.0,,,0.0,0.0,0.0,0.983,0,57,0,0.6,neuromorpho
seed42:neuromorpho__hippo-171-6.swc,42,neuromorpho__hippo-171-6.swc,pyramidal,58,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9892,True,1,0.0,,,0.0,0.0,0.0,0.983,0,57,0,0.55,neuromorpho
seed42:neuromorpho__hippo-172-1.swc,42,neuromorpho__hippo-172-1.swc,pyramidal,134,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9901,True,1,0.0,,,0.0,0.0,0.0,0.993,0,133,0,0.68,neuromorpho
seed42:neuromorpho__hippo-172-3.swc,42,neuromorpho__hippo-172-3.swc,pyramidal,111,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9939,True,1,0.0,,,0.0,0.0,0.0,0.991,0,110,0,0.61,neuromorpho
seed42:neuromorpho__hippo-195-3.swc,42,neuromorpho__hippo-195-3.swc,pyramidal,57,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9945,True,1,0.0,,,0.0,0.0,0.0,0.982,0,56,0,0.56,neuromorpho
seed42:neuromorpho__hippo-195-4.swc,42,neuromorpho__hippo-195-4.swc,pyramidal,79,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9923,True,1,0.0,,,0.0,0.0,0.0,0.987,0,78,0,0.58,neuromorpho
seed42:neuromorpho__hippo-195-5.swc,42,neuromorpho__hippo-195-5.swc,pyramidal,162,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.992,True,1,0.0,,,0.0,0.0,0.0,0.994,0,161,0,0.71,neuromorpho
seed42:neuromorpho__hippo-218-1.swc,42,neuromorpho__hippo-218-1.swc,pyramidal,37,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9383,True,1,0.0,,,0.0,0.0,0.0,0.973,0,36,0,0.54,neuromorpho
seed42:neuromorpho__hippo-218-3.swc,42,neuromorpho__hippo-218-3.swc,pyramidal,122,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9915,True,1,0.0,,,0.0,0.0,0.0,0.992,0,121,0,0.67,neuromorpho
seed42:neuromorpho__hippo-225-1.swc,42,neuromorpho__hippo-225-1.swc,pyramidal,60,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9933,True,1,0.0,,,0.0,0.0,0.0,0.983,0,59,0,0.59,neuromorpho
seed42:neuromorpho__hippo-225-5.swc,42,neuromorpho__hippo-225-5.swc,pyramidal,116,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9928,True,1,0.0,,,0.0,0.0,0.0,0.991,0,115,0,0.65,neuromorpho
seed42:neuromorpho__hippo-229-1.swc,42,neuromorpho__hippo-229-1.swc,pyramidal,47,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9837,True,1,0.0,,,0.0,0.0,0.0,0.979,0,46,0,0.56,neuromorpho
seed42:neuromorpho__hippo-420-4.swc,42,neuromorpho__hippo-420-4.swc,pyramidal,87,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9931,True,1,0.0,,,0.0,0.0,0.0,0.989,0,86,0,0.6,neuromorpho
seed42:neuromorpho__hippo-516-6.swc,42,neuromorpho__hippo-516-6.swc,pyramidal,129,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9872,True,1,0.0,,,0.0,0.0,0.0,0.992,0,128,0,0.61,neuromorpho
seed42:neuromorpho__hippo-519-4.swc,42,neuromorpho__hippo-519-4.swc,pyramidal,80,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9968,True,1,0.0,,,0.0,0.0,0.0,0.988,0,79,0,0.55,neuromorpho
seed42:neuromorpho__hippo-519-6.swc,42,neuromorpho__hippo-519-6.swc,pyramidal,130,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.984,True,1,0.0,,,0.0,0.0,0.0,0.992,0,129,0,0.58,neuromorpho
seed42:neuromorpho__hippo-519-8.swc,42,neuromorpho__hippo-519-8.swc,pyramidal,97,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9967,True,1,0.0,,,0.0,0.0,0.0,0.99,0,96,0,0.63,neuromorpho
seed42:neuromorpho__hippo-521-4.swc,42,neuromorpho__hippo-521-4.swc,pyramidal,117,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9928,True,1,0.0,,,0.0,0.0,0.0,0.991,0,116,0,0.61,neuromorpho
seed42:neuromorpho__hippo-531-7.swc,42,neuromorpho__hippo-531-7.swc,pyramidal,74,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9497,True,1,0.0,,,0.0,0.0,0.0,0.986,0,73,0,0.53,neuromorpho
seed42:neuromorpho__hippo-531-8.swc,42,neuromorpho__hippo-531-8.swc,pyramidal,83,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9953,True,1,0.0,,,0.0,0.0,0.0,0.988,0,82,0,0.56,neuromorpho
seed42:neuromorpho__hippo-537-6.swc,42,neuromorpho__hippo-537-6.swc,pyramidal,91,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9908,True,1,0.0,,,0.0,0.0,0.0,0.989,0,90,0,0.54,neuromorpho
seed42:neuromorpho__hippo-557-7.swc,42,neuromorpho__hippo-557-7.swc,pyramidal,114,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9937,True,1,0.0,,,0.0,0.0,0.0,0.991,0,113,0,0.54,neuromorpho
seed42:neuromorpho__hippo-560-3.swc,42,neuromorpho__hippo-560-3.swc,pyramidal,84,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9791,True,1,0.0,,,0.0,0.0,0.0,0.988,0,83,0,0.53,neuromorpho
seed42:neuromorpho__hippo-560-5.swc,42,neuromorpho__hippo-560-5.swc,pyramidal,117,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9936,True,1,0.0,,,0.0,0.0,0.0,0.991,0,116,0,0.52,neuromorpho
seed42:neuromorpho__hippo-570-2.swc,42,neuromorpho__hippo-570-2.swc,pyramidal,127,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9962,True,1,0.0,,,0.0,0.0,0.0,0.992,0,126,0,0.65,neuromorpho
seed42:neuromorpho__hippo-570-3.swc,42,neuromorpho__hippo-570-3.swc,pyramidal,56,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9949,True,1,0.0,,,0.0,0.0,0.0,0.982,0,55,0,0.51,neuromorpho
seed42:neuromorpho__hippo-570-6.swc,42,neuromorpho__hippo-570-6.swc,pyramidal,79,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9875,True,1,0.0,,,0.0,0.0,0.0,0.987,0,78,0,0.48,neuromorpho
seed42:neuromorpho__hippo-570-7.swc,42,neuromorpho__hippo-570-7.swc,pyramidal,93,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9827,True,1,0.0,,,0.0,0.0,0.0,0.989,0,92,0,0.58,neuromorpho
seed42:neuromorpho__hippo-858-3.swc,42,neuromorpho__hippo-858-3.swc,pyramidal,63,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9934,True,1,0.0,,,0.0,0.0,0.0,0.984,0,62,0,0.55,neuromorpho
seed42:neuromorpho__hippo-858-8.swc,42,neuromorpho__hippo-858-8.swc,pyramidal,91,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9965,True,1,0.0,,,0.0,0.0,0.0,0.989,0,90,0,0.57,neuromorpho
seed42:neuromorpho__hippo218-4.swc,42,neuromorpho__hippo218-4.swc,pyramidal,76,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9861,True,1,0.0,,,0.0,0.0,0.0,0.987,0,75,0,0.52,neuromorpho
seed42:neuromorpho__hippo223-5.swc,42,neuromorpho__hippo223-5.swc,pyramidal,86,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9771,True,1,0.0,,,0.0,0.0,0.0,0.988,0,85,0,0.5,neuromorpho
seed42:neuromorpho__hippo284-1.swc,42,neuromorpho__hippo284-1.swc,pyramidal,220,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9449,True,1,0.0,,,0.0,0.0,0.0,0.995,0,219,0,0.76,neuromorpho
seed42:neuromorpho__hippo285-3.swc,42,neuromorpho__hippo285-3.swc,pyramidal,89,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9962,True,1,0.0,,,0.0,0.0,0.0,0.989,0,88,0,0.56,neuromorpho
seed42:neuromorpho__hippo303-2.swc,42,neuromorpho__hippo303-2.swc,pyramidal,109,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9453,True,1,0.0,,,0.0,0.0,0.0,0.991,0,108,0,0.58,neuromorpho
seed42:neuromorpho__hippo303-3.swc,42,neuromorpho__hippo303-3.swc,pyramidal,81,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9925,True,1,0.0,,,0.0,0.0,0.0,0.988,0,80,0,0.57,neuromorpho
seed42:neuromorpho__hippo303-4.swc,42,neuromorpho__hippo303-4.swc,pyramidal,115,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9944,True,1,0.0,,,0.0,0.0,0.0,0.991,0,114,0,0.53,neuromorpho
seed42:neuromorpho__hippo305-7.swc,42,neuromorpho__hippo305-7.swc,pyramidal,87,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9905,True,1,0.0,,,0.0,0.0,0.0,0.989,0,86,0,0.57,neuromorpho
seed42:neuromorpho__hippo361-4.swc,42,neuromorpho__hippo361-4.swc,pyramidal,103,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9879,True,1,0.0,,,0.0,0.0,0.0,0.99,0,102,0,0.57,neuromorpho
seed42:neuromorpho__hippo367-5.swc,42,neuromorpho__hippo367-5.swc,pyramidal,115,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9956,True,1,0.0,,,0.0,0.0,0.0,0.991,0,114,0,0.6,neuromorpho
seed42:neuromorpho__hippo367-7.swc,42,neuromorpho__hippo367-7.swc,pyramidal,127,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.993,True,1,0.0,,,0.0,0.0,0.0,0.992,0,126,0,0.6,neuromorpho
seed42:neuromorpho__hippo368-3.swc,42,neuromorpho__hippo368-3.swc,pyramidal,70,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9861,True,1,0.0,,,0.0,0.0,0.0,0.986,0,69,0,0.54,neuromorpho
seed42:neuromorpho__hippo401-1.swc,42,neuromorpho__hippo401-1.swc,pyramidal,72,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.8916,True,1,0.0,,,0.0,0.0,0.0,0.986,0,71,0,0.53,neuromorpho
seed42:neuromorpho__hippo401-3.swc,42,neuromorpho__hippo401-3.swc,pyramidal,94,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9866,True,1,0.0,,,0.0,0.0,0.0,0.989,0,93,0,0.64,neuromorpho
seed42:neuromorpho__hippo401-7.swc,42,neuromorpho__hippo401-7.swc,pyramidal,117,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9952,True,1,0.0,,,0.0,0.0,0.0,0.991,0,116,0,0.57,neuromorpho
seed42:neuromorpho__hippo412-2.swc,42,neuromorpho__hippo412-2.swc,pyramidal,98,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9945,True,1,0.0,,,0.0,0.0,0.0,0.99,0,97,0,0.57,neuromorpho
seed42:neuromorpho__hippo412-4.swc,42,neuromorpho__hippo412-4.swc,pyramidal,165,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9956,True,1,0.0,,,0.0,0.0,0.0,0.994,0,164,0,0.63,neuromorpho
seed42:neuromorpho__homo-3.swc,42,neuromorpho__homo-3.swc,interneuron,2338,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9914,True,1,0.0,,,0.0,0.53,0.0,0.469,1240,1097,0,1.05,neuromorpho
seed42:neuromorpho__homo-6.swc,42,neuromorpho__homo-6.swc,interneuron,1661,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9885,True,1,0.0,,,0.0,0.579,0.0,0.42,962,698,0,0.93,neuromorpho
seed42:neuromorpho__homo-7.swc,42,neuromorpho__homo-7.swc,interneuron,2137,v12_gentle_seed42,0.7353,0.8067,0.8727,0.5979,,interneuron,0.9949,True,1,0.0,,,0.0,0.663,0.0,0.337,1829,307,0,1.15,neuromorpho
seed42:neuromorpho__homo-9.swc,42,neuromorpho__homo-9.swc,interneuron,1178,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9653,True,1,0.0,,,0.0,0.581,0.0,0.419,684,493,0,0.74,neuromorpho
seed42:neuromorpho__iPRCp_02.swc,42,neuromorpho__iPRCp_02.swc,pyramidal,7076,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.9485,True,1,0.0,-34.07,-34.07,175.29,0.0,0.36,0.64,0,4526,2549,1.5,neuromorpho
